城市,线路名称,级别,新车号,旧车号,车型,合同编号,上刊内容,实际上刊时间,预计下刊时间,刊期,类别,车辆状态,营销中心,车牌号,车辆描述,公司名称,分公司名称,客户名称
北京,  ‘专41,A,23562,33254,DHZ6111CF,,,,,,,班车,自营中心,京A/B0729,单机,大公共公司,客二,
北京,  ‘专41,A,23564,33256,DHZ6111CF,,,,,,,班车,自营中心,京A/B0731,单机,大公共公司,客二,
北京,  ‘专41,A,23565,33257,DHZ6111CF,,,,,,,班车,自营中心,京A/B0732,单机,大公共公司,客二,
北京,  ‘专41,A,23567,33259,DHZ6111CF,,,,,,,班车,自营中心,京A/B0734,单机,大公共公司,客二,
北京,  ‘专41,A,23568,33260,DHZ6111CF,,,,,,,班车,自营中心,京A/B0737,单机,大公共公司,客二,
北京,  ‘专40,A,83097,,XMQ6798,,,,,,,运营车,自营中心,京AL1864,单机,大公共公司,客八,
北京,  ‘专40,A,83098,,XMQ6798,,,,,,,运营车,自营中心,京AL1886,单机,大公共公司,客八,
北京,  ‘专40,A,83099,,XMQ6798,,,,,,,运营车,自营中心,京AL1889,单机,大公共公司,客八,
北京,  ‘专4,A,27213,27213,BK6111CNGZ3,,,,,,,运营车,自营中心,京AB8055,单机,大公共公司,客二,
北京,  ‘专4,A,27214,27214,BK6111CNGZ3,,,,,,,运营车,自营中心,京AB8065,单机,大公共公司,客二,
北京,  ‘专4,A,27215,27215,BK6111CNGZ3,,,,,,,运营车,自营中心,京AB8058,单机,大公共公司,客二,
北京,  ‘专4,A,27216,27216,BK6111CNGZ3,,,,,,,运营车,自营中心,京AB8076,单机,大公共公司,客二,
北京,  ‘专4,A,27217,27217,BK6111CNGZ3,,,,,,,运营车,自营中心,京AB8066,单机,大公共公司,客二,
北京,  ‘专4,A,27218,27218,BK6111CNGZ3,,,,,,,运营车,自营中心,京AB8021,单机,大公共公司,客二,
北京,  ‘专4,A,27219,27219,BK6111CNGZ3,,,,,,,运营车,自营中心,京AB8069,单机,大公共公司,客二,
北京,  ‘专38,A,47661,,ZK6120HNGQAA,,,,,,,运营车,自营中心,京AH7561,单机,大公共公司,客四,
北京,  ‘专38,A,47665,,ZK6120HNGQAA,,,,,,,运营车,自营中心,京AH7555,单机,大公共公司,客四,
北京,  ‘专37,A,87539,,BJ6123C7BTD,,,,,,,运营车,自营中心,京AK5531,单机,大公共公司,客八,
北京,  ‘专37,A,87540,,BJ6123C7BTD,,,,,,,运营车,自营中心,京AK5600,单机,大公共公司,客八,
北京,  ‘专37,A,87507,,BJ6123C7BTD,,,,,,,运营车,自营中心,京AK5539,单机,大公共公司,客八,
北京,  ‘专37,A,83225,X30225,DD6118S11,,,,,,,运营车,自营中心,京A/B6231,单机,大公共公司,客八,
北京,  ‘专37,A,83215,X30215,DD6118S11,,,,,,,运营车,自营中心,京A/B6222,单机,大公共公司,客八,
北京,  ‘专36,A,790132,,HFF6680GEVB,,,,,,,运营车,自营中心,京AT3572,单机,大公共公司,客七,
北京,  ‘专36,A,790133,,HFF6680GEVB,BB15-SC-005,北京美迪中医皮肤病医院有限责任公司,2015/7/22 0:00,2016/7/21 0:00,365,,运营车,自营中心,京AT3566,单机,大公共公司,客七,北京世巴传媒有限公司
北京,  ‘专36,A,790134,,HFF6680GEVB,BB15-SC-005,北京美迪中医皮肤病医院有限责任公司,2015/7/22 0:00,2016/7/21 0:00,365,,运营车,自营中心,京AT3562,单机,大公共公司,客七,北京世巴传媒有限公司
北京,  ‘专36,A,790135,,HFF6680GEVB,,,,,,,运营车,自营中心,京AT3573,单机,大公共公司,客七,
北京,  ‘专36,A,790136,,HFF6680GEVB,,,,,,,运营车,自营中心,京AT3580,单机,大公共公司,客七,
北京,  ‘专36,A,790137,,HFF6680GEVB,,,,,,,运营车,自营中心,京AT3575,单机,大公共公司,客七,
北京,  ‘专34,A,43231,43231,XMQ6125G,,,,,,,运营车,自营中心,京AB9152,单机,大公共公司,客四,
北京,  ‘专34,A,43214,43214,XMQ6125G,,,,,,,运营车,自营中心,京AB9154,单机,大公共公司,客四,
北京,  ‘专31,A,13682,13682,BK6125DK,,,,,,,运营车,自营中心,京AA8337,单机,大公共公司,客一,
北京,  ‘专31,A,13683,13683,BK6125DK,,,,,,,运营车,自营中心,京AA8338,单机,大公共公司,客一,
北京,  ‘专31,A,13664,13664,BK6125DK,,,,,,,运营车,自营中心,京AA8317,单机,大公共公司,客一,
北京,  ‘专31,A,13665,13665,BK6125DK,,,,,,,运营车,自营中心,京AA8318,单机,大公共公司,客一,
北京,  ‘专31,A,13629,13629,BK6125DK,,,,,,,运营车,自营中心,京AA8244,单机,大公共公司,客一,
北京,  ‘专31,A,13685,13685,BK6125DK,,,,,,,运营车,自营中心,京AA8340,单机,大公共公司,客一,
北京,  ‘专30,A+,98362,88362,BJ6123C7C4D,,,,,,,运营车,自营中心,京AF0904,单机,大公共公司,电运,
北京,  ‘专30,A+,98363,88363,BJ6123C7C4D,,,,,,,运营车,自营中心,京AF0915,单机,大公共公司,电运,
北京,  ‘专30,A+,98364,88364,BJ6123C7C4D,,,,,,,运营车,自营中心,京AF0891,单机,大公共公司,电运,
北京,  ‘专30,A+,98365,88365,BJ6123C7C4D,,,,,,,运营车,自营中心,京AE9224,单机,大公共公司,电运,
北京,  ‘专30,A+,98366,88366,BJ6123C7C4D,,,,,,,运营车,自营中心,京AF0910,单机,大公共公司,电运,
北京,  ‘专3,无,63195,63195,XMQ6125G,,,,,,,运营车,未定,京A/C6182,单机,大公共公司,客六,
北京,  ‘专3,无,63196,63196,XMQ6125G,,,,,,,运营车,未定,京A/C6136,单机,大公共公司,客六,
北京,  ‘专3,无,63197,63197,XMQ6125G,,,,,,,运营车,未定,京A/C6113,单机,大公共公司,客六,
北京,  ‘专28,A,43569,,JNP6120GV,,,,,,,运营车,自营中心,京AH7570,单机,大公共公司,客四,
北京,  ‘专28,A,43567,,JNP6120GV,,,,,,,运营车,自营中心,京AH7477,单机,大公共公司,客四,
北京,  ‘专28,A,43568,,JNP6120GV,,,,,,,运营车,自营中心,京AH7517,单机,大公共公司,客四,
北京,  ‘专27,A+,331021,63236,XML6112UE13,,,,,,,运营车,自营中心,京A/B7505 ,单机,大公共公司,客三,
北京,  ‘专27,A+,331022,63237,XML6112UE13,,,,,,,运营车,自营中心,京A/B7461 ,单机,大公共公司,客三,
北京,  ‘专27,A+,331023,63238,XML6112UE13,,,,,,,运营车,自营中心,京A/B7488 ,单机,大公共公司,客三,
北京,  ‘专27,A+,331024,63239,XML6112UE13,,,,,,,运营车,自营中心,京A/B7499 ,单机,大公共公司,客三,
北京,  ‘专27,A+,331025,63240,XML6112UE13,,,,,,,运营车,自营中心,京A/B7486 ,单机,大公共公司,客三,
北京,  ‘专27,A+,331026,63241,XML6112UE13,,,,,,,运营车,自营中心,京A/B7458 ,单机,大公共公司,客三,
北京,  ‘专27,A+,331027,63242,XML6112UE13,,,,,,,运营车,自营中心,京A/B7566 ,单机,大公共公司,客三,
北京,  ‘专27,A+,331014,63222,XML6112UE13,,,,,,,运营车,自营中心,京A/B7432 ,单机,大公共公司,客三,
北京,  ‘专26,A,930268,23115,ZK6128HGA,,,,,,,运营车,自营中心,京AB0784,单机,大公共公司,电运,
北京,  ‘专26,A,910074,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP4260,单机,大公共公司,电运,
北京,  ‘专26,A,910075,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP4207,单机,大公共公司,电运,
北京,  ‘专26,A,910076,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP4250,单机,大公共公司,电运,
北京,  ‘专26,A,910077,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP4248,单机,大公共公司,电运,
北京,  ‘专25,A,23424,23424,BK6125DK,,,,,,,运营车,自营中心,京AB2419,单机,大公共公司,客二,
北京,  ‘专25,A,23425,23425,BK6125DK,,,,,,,运营车,自营中心,京AB2488,单机,大公共公司,客二,
北京,  ‘专25,A,23426,23426,BK6125DK,,,,,,,运营车,自营中心,京AB2470,单机,大公共公司,客二,
北京,  ‘专24,A,23344,23344,XMQ6118G,,,,,,,运营车,自营中心,京AA4842,单机,大公共公司,客二,
北京,  ‘专24,A,23324,23324,XMQ6118G,,,,,,,运营车,自营中心,京AA4877,单机,大公共公司,客二,
北京,  ‘专22,A,930218,13708,BK6125DK,,,,,,,运营车,自营中心,京AB6421,单机,大公共公司,电运,
北京,  ‘专22,A,930219,13709,BK6125DK,,,,,,,运营车,自营中心,京AB6425,单机,大公共公司,电运,
北京,  ‘专22,A,930217,13703,BK6125DK,,,,,,,运营车,自营中心,京AB6414,单机,大公共公司,电运,
北京,  ‘专21,A,13236,33710,XMQ6118G,,,,,,,运营车,自营中心,京AB7410,单机,大公共公司,客一,
北京,  ‘专21,A,17009,,ZK6120HNGQAA,,,,,,,运营车,自营中心,京AJ2745,单机,大公共公司,客一,
北京,  ‘专21,A,17010,,ZK6120HNGQAA,,,,,,,运营车,自营中心,京AJ2746,单机,大公共公司,客一,
北京,  ‘专21,A,17011,,ZK6120HNGQAA,,,,,,,运营车,自营中心,京AJ2747,单机,大公共公司,客一,
北京,  ‘专21,A,17012,,ZK6120HNGQAA,,,,,,,运营车,自营中心,京AJ2749,单机,大公共公司,客一,
北京,  ‘专21,A,17013,,ZK6120HNGQAA,,,,,,,运营车,自营中心,京AJ2750,单机,大公共公司,客一,
北京,  ‘专21,A,17014,,ZK6120HNGQAA,,,,,,,运营车,自营中心,京AJ2753,单机,大公共公司,客一,
北京,  ‘专21,A,17015,,ZK6120HNGQAA,,,,,,,运营车,自营中心,京AJ2756,单机,大公共公司,客一,
北京,  ‘专21,A,13966,13966,DD6129S31,,,,,,,运营车,自营中心,京AA9332,单机,大公共公司,客一,
北京,  ‘专21,A,13967,13967,DD6129S31,,,,,,,运营车,自营中心,京AA9306,单机,大公共公司,客一,
北京,  ‘专20,A,13802,13802,XMQ6122G,,,,,,,运营车,自营中心,京AA8052,单机,大公共公司,客一,
北京,  ‘专20,A,17724,17724,BK6120N2/3,,,,,,,运营车,自营中心,京AC2319,单机,大公共公司,客一,
北京,  ‘专20,A,17725,17725,BK6120N2/3,,,,,,,运营车,自营中心,京AC2321,单机,大公共公司,客一,
北京,  ‘专20,A,17726,17726,BK6120N2/3,,,,,,,运营车,自营中心,京AC2322,单机,大公共公司,客一,
北京,  ‘专20,A,17727,17727,BK6120N2/3,,,,,,,运营车,自营中心,京AC2323,单机,大公共公司,客一,
北京,  ‘专20,A,17728,17728,BK6120N2/3,,,,,,,运营车,自营中心,京AC2324,单机,大公共公司,客一,
北京,  ‘专20,A,17729,17729,BK6120N2/3,,,,,,,运营车,自营中心,京AC2325,单机,大公共公司,客一,
北京,  ‘专20,A,17730,17730,BK6120N2/3,,,,,,,运营车,自营中心,京AC2326,单机,大公共公司,客一,
北京,  ‘专20,A,17731,17731,BK6120N2/3,,,,,,,运营车,自营中心,京AC2327,单机,大公共公司,客一,
北京,  ‘专20,A,17732,17732,BK6120N2/3,,,,,,,运营车,自营中心,京AC2328,单机,大公共公司,客一,
北京,  ‘专20,A,17733,17733,BK6120N2/3,,,,,,,运营车,自营中心,京AC2329,单机,大公共公司,客一,
北京,  ‘专17,A,310041,,BJ6123C7BCD-2,,,,,,,机动车,自营中心,京AQ7031,单机,大公共公司,客三,
北京,  ‘专17,A,310042,,BJ6123C7BCD-2,,,,,,,机动车,自营中心,京AQ9905,单机,大公共公司,客三,
北京,  ‘专17,A,310043,,BJ6123C7BCD-2,,,,,,,机动车,自营中心,京AQ7075,单机,大公共公司,客三,
北京,  ‘专17,A,310044,,BJ6123C7BCD-2,,,,,,,机动车,自营中心,京AQ7010,单机,大公共公司,客三,
北京,  ‘专17,A,310077,,BJ6123C7BCD-2,,,,,,,运营车,自营中心,京AQ7012,单机,大公共公司,客三,
北京,  ‘专17,A,310078,,BJ6123C7BCD-2,,,,,,,运营车,自营中心,京AQ7089,单机,大公共公司,客三,
北京,  ‘专169,A,290026,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9781,单机,大公共公司,客二,
北京,  ‘专169,A,290027,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9758,单机,大公共公司,客二,
北京,  ‘专169,A,290028,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9606,单机,大公共公司,客二,
北京,  ‘专169,A,290029,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9775,单机,大公共公司,客二,
北京,  ‘专169,A,290030,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9607,单机,大公共公司,客二,
北京,  ‘专169,A,290031,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9609,单机,大公共公司,客二,
北京,  ‘专169,A,290032,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9603,单机,大公共公司,客二,
北京,  ‘专169,A,290033,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9767,单机,大公共公司,客二,
北京,  ‘专167,A,790121,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT3579,单机,大公共公司,客七,
北京,  ‘专167,A,790122,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT3578,单机,大公共公司,客七,
北京,  ‘专167,A,790123,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT3561,单机,大公共公司,客七,
北京,  ‘专167,A,790124,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT3570,单机,大公共公司,客七,
北京,  ‘专167,A,790125,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT3553,单机,大公共公司,客七,
北京,  ‘专167,A,790126,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT5792,单机,大公共公司,客七,
北京,  ‘专167,A,790127,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT3571,单机,大公共公司,客七,
北京,  ‘专167,A,790128,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT3568,单机,大公共公司,客七,
北京,  ‘专167,A,790129,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT3560,单机,大公共公司,客七,
北京,  ‘专167,A,790130,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT3581,单机,大公共公司,客七,
北京,  ‘专167,A,790131,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT3567,单机,大公共公司,客七,
北京,  ‘专166,A,590015,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT5603,单机,大公共公司,客五,
北京,  ‘专166,A,590016,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT5651,单机,大公共公司,客五,
北京,  ‘专166,A,590017,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT5630,单机,大公共公司,客五,
北京,  ‘专166,A,590018,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT5670,单机,大公共公司,客五,
北京,  ‘专166,A,590019,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT5610,单机,大公共公司,客五,
北京,  ‘专166,A,590020,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT1092,单机,大公共公司,客五,
北京,  ‘专166,A,590021,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT5621,单机,大公共公司,客五,
北京,  ‘专166,A,590022,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT5635,单机,大公共公司,客五,
北京,  ‘专166,A,590023,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT5601,单机,大公共公司,客五,
北京,  ‘专165,A,590007,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT5602,单机,大公共公司,客五,
北京,  ‘专165,A,590008,,HFF6680GEVB,BB15-SC-005,北京美迪中医皮肤病医院有限责任公司,2015/7/22 0:00,2016/7/21 0:00,365,,机动车,自营中心,京AT5612,单机,大公共公司,客五,北京世巴传媒有限公司
北京,  ‘专165,A,590009,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT5613,单机,大公共公司,客五,
北京,  ‘专165,A,590010,,HFF6680GEVB,BB15-SC-005,北京美迪中医皮肤病医院有限责任公司,2015/7/22 0:00,2016/7/21 0:00,365,,机动车,自营中心,京AT5633,单机,大公共公司,客五,北京世巴传媒有限公司
北京,  ‘专165,A,590011,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT5637,单机,大公共公司,客五,
北京,  ‘专165,A,590012,,HFF6680GEVB,BB15-SC-005,北京美迪中医皮肤病医院有限责任公司,2015/7/22 0:00,2016/7/21 0:00,365,,机动车,自营中心,京AT5627,单机,大公共公司,客五,北京世巴传媒有限公司
北京,  ‘专165,A,590013,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT2233,单机,大公共公司,客五,
北京,  ‘专165,A,590014,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT5663,单机,大公共公司,客五,
北京,  ‘专164,A,590001,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT5617,单机,大公共公司,客五,
北京,  ‘专164,A,590002,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT5632,单机,大公共公司,客五,
北京,  ‘专164,A,590003,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT5623,单机,大公共公司,客五,
北京,  ‘专164,A,590004,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT5631,单机,大公共公司,客五,
北京,  ‘专164,A,590005,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT5636,单机,大公共公司,客五,
北京,  ‘专164,A,590006,,HFF6680GEVB,,,,,,,机动车,自营中心,京AT5607,单机,大公共公司,客五,
北京,  ‘专163,A,290034,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9703,单机,大公共公司,客二,
北京,  ‘专163,A,290035,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9608,单机,大公共公司,客二,
北京,  ‘专163,A,290036,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9618,单机,大公共公司,客二,
北京,  ‘专163,A,290037,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9627,单机,大公共公司,客二,
北京,  ‘专163,A,290038,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9619,单机,大公共公司,客二,
北京,  ‘专163,A,290039,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9610,单机,大公共公司,客二,
北京,  ‘专163,A,290040,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9616,单机,大公共公司,客二,
北京,  ‘专163,A,290041,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9612,单机,大公共公司,客二,
北京,  ‘专163,A,290042,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9617,单机,大公共公司,客二,
北京,  ‘专162,A,290014,,BJ6650EVCA,,,,,,,机动车,自营中心,京AS1888,单机,大公共公司,客二,
北京,  ‘专162,A,290015,,BJ6650EVCA,,,,,,,机动车,自营中心,京AS1866,单机,大公共公司,客二,
北京,  ‘专162,A,290021,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9720,单机,大公共公司,客二,
北京,  ‘专162,A,290022,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9782,单机,大公共公司,客二,
北京,  ‘专162,A,290023,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9783,单机,大公共公司,客二,
北京,  ‘专162,A,290024,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9605,单机,大公共公司,客二,
北京,  ‘专162,A,290025,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9762,单机,大公共公司,客二,
北京,  ‘专161,A,290001,,BJ6650EVCA,,,,,,,机动车,自营中心,京AS1828,单机,大公共公司,客二,
北京,  ‘专161,A,290002,,BJ6650EVCA,,,,,,,机动车,自营中心,京AS1897,单机,大公共公司,客二,
北京,  ‘专161,A,290003,,BJ6650EVCA,,,,,,,机动车,自营中心,京AS1887,单机,大公共公司,客二,
北京,  ‘专161,A,290004,,BJ6650EVCA,,,,,,,机动车,自营中心,京AS1890,单机,大公共公司,客二,
北京,  ‘专161,A,290007,,BJ6650EVCA,,,,,,,机动车,自营中心,京AS1860,单机,大公共公司,客二,
北京,  ‘专161,A,290009,,BJ6650EVCA,,,,,,,机动车,自营中心,京AS1886,单机,大公共公司,客二,
北京,  ‘专161,A,290043,,BJ6650EVCA,,,,,,,机动车,自营中心,京AR9622,单机,大公共公司,客二,
北京,  ‘专161,A,290012,,BJ6650EVCA,,,,,,,机动车,自营中心,京AS1889,单机,大公共公司,客二,
北京,  ‘专161,A,290013,,BJ6650EVCA,,,,,,,机动车,自营中心,京AS1880,单机,大公共公司,客二,
北京,  ‘专160,A,190001,,BJ6650EVCA,,,,,,,运营车,自营中心,京AR7027,单机,大公共公司,客一,
北京,  ‘专160,A,190002,,BJ6650EVCA,,,,,,,运营车,自营中心,京AS1902,单机,大公共公司,客一,
北京,  ‘专160,A,190003,,BJ6650EVCA,,,,,,,运营车,自营中心,京AS1901,单机,大公共公司,客一,
北京,  ‘专160,A,190004,,BJ6650EVCA,,,,,,,运营车,自营中心,京AS1907,单机,大公共公司,客一,
北京,  ‘专160,A,190005,,BJ6650EVCA,,,,,,,运营车,自营中心,京AR7251,单机,大公共公司,客一,
